"","Region","site","ID","Microsite","RDM","x","y","z","bur.drip","bur.buf","max.veg.height","rdm.cov","green.cov","non.veg.cov","largewood.cov","lrgrocks.cov","AT","PF","PF.out","PF.in","RDM.date","comments","uniID","abun","H","Simpson","Species","Even"
"PAN1 open 17","Panoche","PAN1",17,"open",0.8596,NA,NA,NA,1,NA,13,5,0,95,NA,NA,NA,"Y","june.23","june.26","june.26",NA,"PAN1 open 17",6,1.242453324894,0.666666666666667,4,0.896240625180289
"PAN1 open 22","Panoche","PAN1",22,"open",4.159,NA,NA,NA,2,NA,23,35,0,65,NA,NA,NA,"Y","june.23","june.26","june.26",NA,"PAN1 open 22",4,1.38629436111989,0.75,4,1
"PAN1 open 26","Panoche","PAN1",26,"open",0.9438,NA,NA,NA,4,NA,22,15,0,85,NA,NA,NA,"Y","june.23","june.26","june.26",NA,"PAN1 open 26",2,0.693147180559945,0.5,2,1
"PAN1 open 30","Panoche","PAN1",30,"open",1.3946,NA,NA,NA,1,NA,23,35,0,65,NA,NA,NA,"Y","june.23","june.26","june.26",NA,"PAN1 open 30",8,0.974314752869349,0.59375,3,0.886859507142915
"PAN1 open 34","Panoche","PAN1",34,"open",0.9116,NA,NA,NA,2,NA,8,11,4,85,NA,NA,NA,"Y","june.23","june.26","june.26",NA,"PAN1 open 34",32,1.29271378996184,0.603515625,7,0.664323473819907
"PAN1 open 38","Panoche","PAN1",38,"open",0.6151,NA,NA,NA,2,NA,7,5,0,95,NA,NA,NA,"Y","june.23","june.26","june.26",NA,"PAN1 open 38",8,0.900256051268537,0.53125,3,0.819448371872804
"PAN1 open 5","Panoche","PAN1",5,"open",7.3657,NA,NA,NA,6,NA,21,35,0,65,NA,NA,NA,"Y","june.23.morning","june.26","june.26",NA,"PAN1 open 5",17,1.22226692353816,0.643598615916955,5,0.759437138950958
"PAN1 open 9","Panoche","PAN1",9,"open",1.1459,NA,NA,NA,4,NA,20,15,5,80,NA,NA,NA,"Y","june.23.morning","june.26","june.26",NA,"PAN1 open 9",4,0.693147180559945,0.5,2,1
"PAN2 ephedra 11","Panoche","PAN2",11,"ephedra",4.4621,200,175,105,0,1,32,40,0,30,30,NA,NA,"Y","june.23.morning","june.26","june.26",NA,"PAN2 ephedra 11",17,1.08776129306878,0.539792387543253,5,0.67586409184537
"PAN2 ephedra 15","Panoche","PAN2",15,"ephedra",1.3083,270,250,110,0,1,19,35,0,65,NA,NA,NA,"Y","june.23.morning","june.26","june.26",NA,"PAN2 ephedra 15",14,0.994353691762369,0.469387755102041,5,0.61782668600028
"PAN2 ephedra 24","Panoche","PAN2",24,"ephedra",4.3369,275,230,135,0,3,30,85,0,15,NA,NA,NA,"Y","june.23.morning","june.26","june.26",NA,"PAN2 ephedra 24",8,0.376770161256437,0.21875,2,0.543564443199596
"PAN2 ephedra 32","Panoche","PAN2",32,"ephedra",8.1265,230,170,130,2,4,36,75,0,25,NA,NA,NA,"Y","june.23.morning","june.26","june.26",NA,"PAN2 ephedra 32",13,2.24503527412618,0.887573964497041,10,0.975006431231153
"PAN2 ephedra 6","Panoche","PAN2",6,"ephedra",7.0433,225,200,80,1,1,46,65,0,35,NA,NA,NA,"Y","june.23.morning","june.26","june.26",NA,"PAN2 ephedra 6",34,0.937938558305489,0.403114186851211,7,0.482005070357865
"PAN2 open 11","Panoche","PAN2",11,"open",1.4673,NA,NA,NA,5,NA,20,5,0,95,NA,NA,NA,"Y","june.23.morning","june.26","june.26",NA,"PAN2 open 11",1198,0.0325920708924783,0.0083249489271211,5,0.0202505922351402
"PAN2 open 15","Panoche","PAN2",15,"open",1.6032,NA,NA,NA,5,NA,28,15,0,85,NA,NA,NA,"Y","june.23.morning","june.26","june.26",NA,"PAN2 open 15",24,0.709713102424333,0.354166666666667,4,0.511949786660753
"PAN2 open 18","Panoche","PAN2",18,"open",1.2587,NA,NA,NA,3,NA,14,8,0,92,NA,NA,NA,"Y","june.23.morning","june.26","june.26",NA,"PAN2 open 18",51,0.451358993516125,0.183775470972703,5,0.280445110699234
"PAN2 open 24","Panoche","PAN2",24,"open",0.9645,NA,NA,NA,7,NA,29,5,0,95,NA,NA,NA,"Y","june.23.morning","june.26","june.26",NA,"PAN2 open 24",51,0.383650391932703,0.149173394848136,5,0.238375391165276
"PAN2 open 6","Panoche","PAN2",6,"open",0.8285,NA,NA,NA,13,NA,13,8,0,92,NA,NA,NA,"Y","june.23.morning","june.26","june.26",NA,"PAN2 open 6",26,0.484390116238004,0.21301775147929,4,0.349413609276098
"PAN3 ephedra 12","Panoche","PAN3",12,"ephedra",6.6892,320,300,155,1,1,55,60,0,40,0,NA,NA,"Y","june.23.morning","june.26.morning","june.26.morning",NA,"PAN3 ephedra 12",30,1.61387771207694,0.751111111111111,8,0.776111123938209
"PAN3 ephedra 16","Panoche","PAN3",16,"ephedra",1.9786,580,410,115,3,2,35,75,0,25,0,NA,NA,"Y","june.23.morning","june.26.morning","june.26.morning",NA,"PAN3 ephedra 16",13,1.48445753581749,0.710059171597633,6,0.828491525403818
"PAN3 ephedra 19","Panoche","PAN3",19,"ephedra",6.4622,280,265,115,0,1,24,50,0,50,NA,NA,NA,"Y","june.23.morning","june.26.morning","june.26.morning",NA,"PAN3 ephedra 19",4,1.03972077083992,0.625,3,0.946394630357186
"PAN3 ephedra 23","Panoche","PAN3",23,"ephedra",4.5986,395,390,165,0,1,28,100,0,0,NA,NA,NA,"Y","june.23.morning","june.26.morning","june.26.morning",NA,"PAN3 ephedra 23",10,1.83437197028162,0.82,7,0.94268071481726
"PAN3 ephedra 28","Panoche","PAN3",28,"ephedra",12.145,175,75,115,0,0,48,70,0,30,NA,NA,NA,"Y","june.23.morning","june.26.morning","june.26.morning",NA,"PAN3 ephedra 28",18,0.960891979667283,0.45679012345679,5,0.597035755305427
"PAN3 ephedra 32","Panoche","PAN3",32,"ephedra",3.8002,350,330,165,1,0,50,85,0,15,NA,NA,NA,"Y","june.23.morning","june.26.morning","june.26.morning",NA,"PAN3 ephedra 32",10,1.6094379124341,0.76,6,0.898244401703927
"PAN3 ephedra 36","Panoche","PAN3",36,"ephedra",7.9182,360,330,105,4,0,16,40,0,60,NA,NA,NA,"Y","june.23.morning","june.26.morning","june.26.morning",NA,"PAN3 ephedra 36",62,1.58240308423147,0.77003121748179,7,0.813194321947333
"PAN3 ephedra 40","Panoche","PAN3",40,"ephedra",10.0419,465,370,130,NA,NA,40,90,0,10,NA,NA,NA,"Y","june.23.morning","june.26.morning","june.26.morning",NA,"PAN3 ephedra 40",98,1.29913313708287,0.607455226988755,9,0.591260970991804
"PAN3 ephedra 8","Panoche","PAN3",8,"ephedra",5.9177,310,245,110,1,4,62,80,0,20,0,NA,NA,"Y","june.23.morning","june.26.morning","june.26.morning",NA,"PAN3 ephedra 8",14,1.72982013037992,0.785714285714286,7,0.888951697600068
"PAN3 open 12","Panoche","PAN3",12,"open",4.8548,NA,NA,NA,0,NA,29,90,0,10,0,NA,NA,"Y","june.23.morning","june.26.morning","june.26.morning",NA,"PAN3 open 12",10,1.69574253416963,0.8,6,0.946411928215015
"PAN3 open 16","Panoche","PAN3",16,"open",4.6701,NA,NA,NA,0,NA,26,85,3,12,0,NA,NA,"Y","june.23.morning","june.26.morning","june.26.morning",NA,"PAN3 open 16",19,1.12859629366222,0.559556786703601,5,0.701236304266835
"PAN3 open 19","Panoche","PAN3",19,"open",0.9935,NA,NA,NA,0,NA,18,25,0,75,NA,NA,NA,"Y","june.23.morning","june.26.morning","june.26.morning",NA,"PAN3 open 19",18,0.960891979667283,0.45679012345679,5,0.597035755305427
"PAN3 open 23","Panoche","PAN3",23,"open",0.7017,NA,NA,NA,0,NA,22,20,0,80,NA,NA,NA,"Y","june.23.morning","june.26.morning","june.26.morning",NA,"PAN3 open 23",16,1.03739232462091,0.5,5,0.644568092130976
"PAN3 open 28","Panoche","PAN3",28,"open",7.7265,NA,NA,NA,1,NA,50,65,0,35,NA,NA,NA,"Y","june.23.morning","june.26.morning","june.26.morning",NA,"PAN3 open 28",15,1.50659508813164,0.675555555555556,7,0.774236718413257
"PAN3 open 32","Panoche","PAN3",32,"open",15.7999,NA,NA,NA,0,NA,44,95,0,5,NA,NA,NA,"Y","june.23.morning","june.26.morning","june.26.morning",NA,"PAN3 open 32",9,1.42706104338072,0.716049382716049,5,0.886682880001534
"PAN3 open 40","Panoche","PAN3",40,"open",4.8733,NA,NA,NA,1,NA,59,85,0,15,NA,NA,NA,"Y","june.23.morning","june.26.morning","june.26.morning",NA,"PAN3 open 40",397,0.586601234456159,0.312418707053531,4,0.423143345964622
"PAN3 open 6","Panoche","PAN3",6,"open",1.8807,NA,NA,NA,7,NA,27,15,2,8,0,NA,NA,"Y","june.23.morning","june.26.morning","june.26.morning",NA,"PAN3 open 6",8,1.38629436111989,0.6875,5,0.861353116146786
"PAN3 open 8","Panoche","PAN3",8,"open",2.8928,NA,NA,NA,0,NA,17,15,2,83,0,NA,NA,"Y","june.23.morning","june.26.morning","june.26.morning",NA,"PAN3 open 8",17,1.00621456594408,0.532871972318339,4,0.725830382178883
